user_id,auction_id,cat_id,cat1,property,buy_mount,day,trade_year,trade_month,weekday,buy_mount_winsor,<property object at 0x000002C1C74567F0>,birthday,gender,birth,birth_year,birth_month
20995405,36818435772,50013636,50008168,1628665:29778;25935:31381;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;22135:31410;122217803:30914;22009:29800;122277569:21983;22066:29563;21458:3251020;13597904:3234271,1,2014-07-31,2014,7,3,1,1628665:29778;25935:31381;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;22135:31410;122217803:30914;22009:29800;122277569:21983;22066:29563;21458:3251020;13597904:3234271,20111114.0,0.0,2011-11-14,2011,11
504804896,36740523560,50012361,122650008,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;22007:78118851;22007:78118763;122217803:30914;122217981:104866;21948:3228727;35730:117233;122218021:21828;22061:30912;25935:21991;25935:21990;25935:31381;122277820:29859;2397831:40203,1,2014-11-18,2014,11,1,1,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;22007:78118851;22007:78118763;122217803:30914;122217981:104866;21948:3228727;35730:117233;122218021:21828;22061:30912;25935:21991;25935:21990;25935:31381;122277820:29859;2397831:40203,20100220.0,0.0,2010-02-20,2010,2
669302326,8945822711,211122,38,21458:21786;33482:12586385;2804159:9362580;6933553:3313377;5393572:75369399;33595:29230;21475:137319;6933666:96059;14814533:28471,6,2013-05-26,2013,5,6,6,21458:21786;33482:12586385;2804159:9362580;6933553:3313377;5393572:75369399;33595:29230;21475:137319;6933666:96059;14814533:28471,20100406.0,0.0,2010-04-06,2010,4
1027969540,37554024452,50012442,50008168,21458:30992;1628665:29799;22009:29800;122217965:3227750;122217803:3230095;122218066:44012;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:112997257;122217801:112997258;122217801:112997259;122217801:112997260;122217801:112997261;25935:31381;22066:30993;31368:82129;22061:14033338;23378:287243516,1,2014-03-26,2014,3,2,1,21458:30992;1628665:29799;22009:29800;122217965:3227750;122217803:3230095;122218066:44012;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:112997257;122217801:112997258;122217801:112997259;122217801:112997260;122217801:112997261;25935:31381;22066:30993;31368:82129;22061:14033338;23378:287243516,20130228.0,0.0,2013-02-28,2013,2
369616040,37089344763,50023732,28,21458:32270;15665219:95851700;11666049:40203;11684888:11468;11666049:62519847;33969:43417;21475:135183931;1628665:29798,1,2014-08-21,2014,8,3,1,21458:32270;15665219:95851700;11666049:40203;11684888:11468;11666049:62519847;33969:43417;21475:135183931;1628665:29798,20141005.0,0.0,2014-10-05,2014,10
419554296,37829194505,50024153,28,29609:21671;1628665:3233941;1628665:3233942;1628665:3233939;20191801:21671;23011:44062;21479:28492;21475:135183931;122218092:43179;21458:3871791,1,2014-12-31,2014,12,2,1,29609:21671;1628665:3233941;1628665:3233942;1628665:3233939;20191801:21671;23011:44062;21479:28492;21475:135183931;122218092:43179;21458:3871791,20120709.0,1.0,2012-07-09,2012,7
717297456,18852684292,50008727,50014815,21458:46880;1633959:3744705;1628665:31614;1628665:29787;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21479:21671,1,2013-10-18,2013,10,4,1,21458:46880;1633959:3744705;1628665:31614;1628665:29787;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21479:21671,20130612.0,1.0,2013-06-12,2013,6
874621830,26692404101,50012359,122650008,21458:3303351;1633959:204433913;1628366:3230095;8185022:31540;8185016:31619;23654:46082;7222700:4528057;25935:21990;1628665:29784;1628665:29796;1628665:29782;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;39124336:18340619,1,2013-11-25,2013,11,0,1,21458:3303351;1633959:204433913;1628366:3230095;8185022:31540;8185016:31619;23654:46082;7222700:4528057;25935:21990;1628665:29784;1628665:29796;1628665:29782;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;39124336:18340619,20101220.0,1.0,2010-12-20,2010,12
711528325,15799901720,50012451,50008168,21458:122635653;1628665:3233942;1628665:29790;1628665:61550;1628665:29778;1628665:3233938;13023209:137594062;122217801:31001;122217801:3265977;122217801:3340598;122217801:125938;122217801:3238422;122217801:3287412;122217801:3377924;122217801:2375;22009:29800;122217803:3290137;21477:30731631;21477:106779;21477:3979320;21477:24927057;21477:28695579;21477:4069612;25935:31381;13512069:31494,1,2014-02-28,2014,2,4,1,21458:122635653;1628665:3233942;1628665:29790;1628665:61550;1628665:29778;1628665:3233938;13023209:137594062;122217801:31001;122217801:3265977;122217801:3340598;122217801:125938;122217801:3238422;122217801:3287412;122217801:3377924;122217801:2375;22009:29800;122217803:3290137;21477:30731631;21477:106779;21477:3979320;21477:24927057;21477:28695579;21477:4069612;25935:31381;13512069:31494,20101114.0,1.0,2010-11-14,2010,11
2067426839,39215703623,50023591,50022520,21458:81321799;1628665:3233941;21967:29774;21967:29773;21967:29775;21967:29776;122277773:138305;122277569:21982;21477:22516235;122217803:3290137;122217803:30915;122217803:30914;11761801:119491;22009:106665,1,2014-09-16,2014,9,1,1,21458:81321799;1628665:3233941;21967:29774;21967:29773;21967:29775;21967:29776;122277773:138305;122277569:21982;21477:22516235;122217803:3290137;122217803:30915;122217803:30914;11761801:119491;22009:106665,20150301.0,1.0,2015-03-01,2015,3
56736746,13725195879,50008817,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;32767:102541;11684888:104528258,10,2013-01-05,2013,1,5,10,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;32767:102541;11684888:104528258,20121105.0,1.0,2012-11-05,2012,11
91177545,38600977799,121466023,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29782;1628665:29799;25935:21991;13023209:4483371,1,2014-10-29,2014,10,2,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29782;1628665:29799;25935:21991;13023209:4483371,20100203.0,0.0,2010-02-03,2010,2
136997100,35447551022,50013636,50008168,21458:29756143;1633959:345171494;13583179:345171494;25935:31381;32047:93471;22135:31412;1628366:30916;8151548:3228791;13529746:21983;13529646:117906617;22022:110150624;1628665:3233942;1628665:29778;1628665:3233938;1628665:29782;22019:3238327;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22019:34731;22019:2026,1,2013-11-11,2013,11,0,1,21458:29756143;1633959:345171494;13583179:345171494;25935:31381;32047:93471;22135:31412;1628366:30916;8151548:3228791;13529746:21983;13529646:117906617;22022:110150624;1628665:3233942;1628665:29778;1628665:3233938;1628665:29782;22019:3238327;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22019:34731;22019:2026,20130113.0,1.0,2013-01-13,2013,1
707774847,35505954971,121472022,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:133527;1628665:108579;1628665:29785,1,2014-12-30,2014,12,1,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:133527;1628665:108579;1628665:29785,20110331.0,0.0,2011-03-31,2011,3
161512438,36797644528,50012564,50014815,21458:3253031;1986623:3784952;30145742:531899774;122217774:114590721;1628149:137593;15054114:21671;8456532:47756298,1,2014-04-09,2014,4,2,1,21458:3253031;1986623:3784952;30145742:531899774;122217774:114590721;1628149:137593;15054114:21671;8456532:47756298,20130304.0,0.0,2013-03-04,2013,3
2104818212,40553447811,121540027,28,21458:57737100;125499563:19689726;11945782:7813537;11684888:11468;21479:28619;12082847:107548441;21475:275708185;1628665:11453;1628665:11516251;1628665:6074618;1628665:3233941;1628665:29789;1628665:131277;1628665:3344677;1628665:3233942;1628665:4514833;1628665:174145480;1628665:3233939;1628665:11451;1628665:8245720;1628665:16385579;1628665:15783706;1628665:3709248;1628665:92012;1628665:29790,1,2014-11-11,2014,11,1,1,21458:57737100;125499563:19689726;11945782:7813537;11684888:11468;21479:28619;12082847:107548441;21475:275708185;1628665:11453;1628665:11516251;1628665:6074618;1628665:3233941;1628665:29789;1628665:131277;1628665:3344677;1628665:3233942;1628665:4514833;1628665:174145480;1628665:3233939;1628665:11451;1628665:8245720;1628665:16385579;1628665:15783706;1628665:3709248;1628665:92012;1628665:29790,20140327.0,0.0,2014-03-27,2014,3
87659835,4600695918,50023732,28,21458:4011457;16044520:5556004;11666049:62519847;11684888:104528257;33969:43419;21475:11488282,1,2013-04-24,2013,4,2,1,21458:4011457;16044520:5556004;11666049:62519847;11684888:104528257;33969:43419;21475:11488282,20110930.0,1.0,2011-09-30,2011,9
188799366,23990428301,50012451,50008168,21458:30992;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;122217801:3265977;122217801:34731;122217801:2026;122217801:50793479;22009:29800;122217803:3290137;21477:30731631;25935:21991;13512069:31494;21475:20145005;21475:234713719;21475:493281617;21475:493281618,1,2014-03-19,2014,3,2,1,21458:30992;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;122217801:3265977;122217801:34731;122217801:2026;122217801:50793479;22009:29800;122217803:3290137;21477:30731631;25935:21991;13512069:31494;21475:20145005;21475:234713719;21475:493281617;21475:493281618,20111130.0,1.0,2011-11-30,2011,11
51587524,22752544214,50010558,50008168,25935:31381;1628665:3233941;1628665:3233942;1628665:29793;22019:3251926;22019:3263874;22019:3385599;22019:3226274;32047:93470;1628305:117133366;1628306:3229402;1628348:3229644;3079382:29641138;8151548:44428977;1627349:11462;1628366:32799;13394971:30993;3988915:7197959;13395135:30910;13399649:3306112,1,2013-04-13,2013,4,5,1,25935:31381;1628665:3233941;1628665:3233942;1628665:29793;22019:3251926;22019:3263874;22019:3385599;22019:3226274;32047:93470;1628305:117133366;1628306:3229402;1628348:3229644;3079382:29641138;8151548:44428977;1627349:11462;1628366:32799;13394971:30993;3988915:7197959;13395135:30910;13399649:3306112,,1.0,2009-02-02,2009,2
274099870,36271556114,50012564,50014815,21458:41269706;1628149:137593;8456532:4244397;15054114:74941652;122217774:2199;18050421:5521079;50613519:31966505,1,2014-08-09,2014,8,5,1,21458:41269706;1628149:137593;8456532:4244397;15054114:74941652;122217774:2199;18050421:5521079;50613519:31966505,20140831.0,0.0,2014-08-31,2014,8
51150884,41074778874,50007011,50008168,1628665:29793;1628665:29782;21475:38370767;21475:7662460;21475:38370940;21967:29772;21967:29773;21967:29774,1,2014-09-12,2014,9,4,1,1628665:29793;1628665:29782;21475:38370767;21475:7662460;21475:38370940;21967:29772;21967:29773;21967:29774,,1.0,2008-11-29,2008,11
286307391,12277146635,50004457,50014815,21458:8535341,1,2012-11-25,2012,11,6,1,21458:8535341,20111009.0,0.0,2011-10-09,2011,10
283250293,20261713153,50006602,50008168,21458:3375978;30497:46155;1633959:3366870;30498:46160;1628665:3233941;1628665:29784;1628324:9319927;1628324:3473865;1628324:3229496;1628324:56082775;1628366:30916;25935:31381,1,2013-10-07,2013,10,0,1,21458:3375978;30497:46155;1633959:3366870;30498:46160;1628665:3233941;1628665:29784;1628324:9319927;1628324:3473865;1628324:3229496;1628324:56082775;1628366:30916;25935:31381,20130613.0,1.0,2013-06-13,2013,6
14905422,40739265133,50234023,50014815,13023209:680187509;21458:120745246;2815901:680187509;33969:54103884,1,2015-02-05,2015,2,3,1,13023209:680187509;21458:120745246;2815901:680187509;33969:54103884,20110429.0,1.0,2011-04-29,2011,4
410823343,10682626256,50009541,50014815,1628665:3233941;1628665:92012;21458:137453544;16578751:8592908;33604:110563;33602:110556;33603:110560;33605:110567;33606:110569;2815901:103739731;5168900:6474327;6478880:29772;6478880:29773;6478880:29774;6478880:11580,1,2012-11-07,2012,11,2,1,1628665:3233941;1628665:92012;21458:137453544;16578751:8592908;33604:110563;33602:110556;33603:110560;33605:110567;33606:110569;2815901:103739731;5168900:6474327;6478880:29772;6478880:29773;6478880:29774;6478880:11580,20110326.0,1.0,2011-03-26,2011,3
211057395,17690851568,50010557,50008168,25935:21991;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;32047:93471;1627368:3218566;1627349:11462;1628432:3230662,1,2012-12-22,2012,12,5,1,25935:21991;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;32047:93471;1627368:3218566;1627349:11462;1628432:3230662,,0.0,2008-03-11,2008,3
573822792,37065042003,50010236,50014815,21458:117002569;13380393:75371776;3091143:29821535;21475:32572474;5434423:6480840;1628665:3233942;1628665:3233939;1628665:31614;1628665:61550;1628665:3233937;1628665:3233938;1628665:29784;1628665:29793;1628665:131622;1628665:133527;1628665:29782;1628665:29799,1,2014-11-11,2014,11,1,1,21458:117002569;13380393:75371776;3091143:29821535;21475:32572474;5434423:6480840;1628665:3233942;1628665:3233939;1628665:31614;1628665:61550;1628665:3233937;1628665:3233938;1628665:29784;1628665:29793;1628665:131622;1628665:133527;1628665:29782;1628665:29799,20141226.0,0.0,2014-12-26,2014,12
826835722,24111248561,50013207,50008168,21458:30992;1628665:29793;1628665:29799;2904342:30905;22019:3265977;22019:3340598;22019:34731;25935:31381;1633959:71079179;32047:93470;13394971:30993;13395135:33213;13512632:44718,1,2013-09-06,2013,9,4,1,21458:30992;1628665:29793;1628665:29799;2904342:30905;22019:3265977;22019:3340598;22019:34731;25935:31381;1633959:71079179;32047:93470;13394971:30993;13395135:33213;13512632:44718,20140702.0,0.0,2014-07-02,2014,7
160688669,20803560636,50007012,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628324:3229494;23670:47726,1,2012-12-29,2012,12,5,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628324:3229494;23670:47726,20110915.0,1.0,2011-09-15,2011,9
325249615,18350150733,50016706,50022520,1628665:61550;1628665:3233938;1628665:82340;1628665:29782;31332:29774;31332:29775;31332:29776;5316791:10915994;5316896:3559330;5316831:7106884;5339670:31410;5339781:52915534;33026:29800;1629342:30912;6632620:22516235;1629344:3271316;21458:3955444;17743268:3670431,1,2013-09-27,2013,9,4,1,1628665:61550;1628665:3233938;1628665:82340;1628665:29782;31332:29774;31332:29775;31332:29776;5316791:10915994;5316896:3559330;5316831:7106884;5339670:31410;5339781:52915534;33026:29800;1629342:30912;6632620:22516235;1629344:3271316;21458:3955444;17743268:3670431,20110103.0,0.0,2011-01-03,2011,1
412025994,37347696228,50023670,28,11684888:11468;33969:184475658;21475:135183931;21458:3464138;29114389:6799244,1,2014-06-21,2014,6,5,1,11684888:11468;33969:184475658;21475:135183931;21458:3464138;29114389:6799244,20130402.0,1.0,2013-04-02,2013,4
116466705,16949927732,50010549,50008168,21458:46906;1633959:126113577;25935:21991;1628348:3229644;1627349:11462;3988915:104911;2904342:11580;13394971:30993;8151548:106665;13395135:30912;2919054:11337999;1628665:29787;1628665:29799;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;22019:138748;32047:93470;6863019:148660028,1,2013-11-11,2013,11,0,1,21458:46906;1633959:126113577;25935:21991;1628348:3229644;1627349:11462;3988915:104911;2904342:11580;13394971:30993;8151548:106665;13395135:30912;2919054:11337999;1628665:29787;1628665:29799;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;22019:138748;32047:93470;6863019:148660028,20130101.0,0.0,2013-01-01,2013,1
711496874,15079145376,50016704,50022520,21458:141242919;17309802:152632586;13023209:152632586;21948:52657772;5261480:114541;21479:29800;122277773:114414;122217941:10911715;1629333:3271268;122218045:106713;1629341:3272628;122218049:3271277;1629337:117245;22061:104171491;122218046:3271316;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:29778;1628665:3233938;1628665:29793;21967:31457;21967:31458;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:31473,1,2014-03-26,2014,3,2,1,21458:141242919;17309802:152632586;13023209:152632586;21948:52657772;5261480:114541;21479:29800;122277773:114414;122217941:10911715;1629333:3271268;122218045:106713;1629341:3272628;122218049:3271277;1629337:117245;22061:104171491;122218046:3271316;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:29778;1628665:3233938;1628665:29793;21967:31457;21967:31458;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:31473,20111025.0,0.0,2011-10-25,2011,10
693449541,35676960895,50010544,50008168,21458:233035500;1633959:7519780;25935:21991;1628348:3229644;1628021:46055;3988915:29447291;2904342:30907;13394971:29563;8151548:29800;13395135:30912;13510285:3450338;2919706:127327598;1628665:3233941;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375,1,2013-11-11,2013,11,0,1,21458:233035500;1633959:7519780;25935:21991;1628348:3229644;1628021:46055;3988915:29447291;2904342:30907;13394971:29563;8151548:29800;13395135:30912;13510285:3450338;2919706:127327598;1628665:3233941;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375,,1.0,2007-01-13,2007,1
848302497,42258876583,50013636,50008168,21458:30992;13658074:15481914;1628665:29790;1628665:133527;25935:31381;13023209:15481914;32047:93470;122217801:3228688;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:27417714;122277569:21983;2049128:117906617;22066:30993;22022:110150624;122277668:23751657,1,2014-12-12,2014,12,4,1,21458:30992;13658074:15481914;1628665:29790;1628665:133527;25935:31381;13023209:15481914;32047:93470;122217801:3228688;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:27417714;122277569:21983;2049128:117906617;22066:30993;22022:110150624;122277668:23751657,20140218.0,1.0,2014-02-18,2014,2
