user_id,auction_id,cat_id,cat1,property,buy_mount,day,trade_year,trade_month,weekday,buy_mount_winsor,<property object at 0x000002C1C74567F0>
734147966,15307958346,50018202,38,21458:3270827;7361532:28710594;7397093:75369949;5393572:75369399;33595:29230;6933666:137593,2,2012-11-01,2012,11,3,2,21458:3270827;7361532:28710594;7397093:75369949;5393572:75369399;33595:29230;6933666:137593
68547330,21162876126,50012365,122650008,1628665:3233941;1628665:3233942;1628665:3233939;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;1628366:30916;23346:3224852;8185015:3229359;8185016:21828;8185018:31686;1629233:3269393;3034215:8419659;8185021:31417;8185017:31691;2232918:14466535;25935:31381;21458:3234709;1633959:3477504;2397831:16561025,1,2012-11-23,2012,11,4,1,1628665:3233941;1628665:3233942;1628665:3233939;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;1628366:30916;23346:3224852;8185015:3229359;8185016:21828;8185018:31686;1629233:3269393;3034215:8419659;8185021:31417;8185017:31691;2232918:14466535;25935:31381;21458:3234709;1633959:3477504;2397831:16561025
697081418,15898050723,50013636,50008168,21458:19726868;1633959:179425852;13836282:129047584;25935:21991;32047:93470;22135:31412;1628366:32799;8151548:29800;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:7030860;1628665:29784;1628665:29785;1628665:29799;22019:3340598;22019:34731;22019:2026;22019:50793479,1,2012-11-23,2012,11,4,1,21458:19726868;1633959:179425852;13836282:129047584;25935:21991;32047:93470;22135:31412;1628366:32799;8151548:29800;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:7030860;1628665:29784;1628665:29785;1628665:29799;22019:3340598;22019:34731;22019:2026;22019:50793479
377550424,15771663914,50015841,28,1628665:3233941;1628665:3233942;3914866:11580;11684888:104528258,1,2012-11-23,2012,11,4,1,1628665:3233941;1628665:3233942;3914866:11580;11684888:104528258
88313935,22532727492,50013711,50008168,1628665:3233941;1628665:3233942;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21991;21458:29773,1,2013-10-05,2013,10,5,1,1628665:3233941;1628665:3233942;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21991;21458:29773
25918750,16078389250,50012359,122650008,21458:3405407;1633959:6186201;1628366:32799;8185022:3324544;8185016:31619;23654:46082;7222700:139386;25935:21990;1628665:29784;1628665:29796;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395,1,2013-10-05,2013,10,5,1,21458:3405407;1633959:6186201;1628366:32799;8185022:3324544;8185016:31619;23654:46082;7222700:139386;25935:21990;1628665:29784;1628665:29796;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395
350288528,35086271572,50010544,50008168,21458:61813;25935:21991;1628665:3233938;1628665:29784;1628665:29782;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;32047:93470;1628348:3229644;1628021:46055;3988915:29447291;2904342:117257349;13394971:31377;8151548:29813;13395135:114477;13510285:3450338;2919706:3269154,1,2013-11-29,2013,11,4,1,21458:61813;25935:21991;1628665:3233938;1628665:29784;1628665:29782;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;32047:93470;1628348:3229644;1628021:46055;3988915:29447291;2904342:117257349;13394971:31377;8151548:29813;13395135:114477;13510285:3450338;2919706:3269154
348090113,17436967558,50009540,50014815,21458:21910;3110425:30696849;2191928:75373546;2191842:13613107;2815901:22545098;5168900:6474327;5173390:22120693;1628665:3233941;1628665:29790;21479:21671,1,2013-11-29,2013,11,4,1,21458:21910;3110425:30696849;2191928:75373546;2191842:13613107;2815901:22545098;5168900:6474327;5173390:22120693;1628665:3233941;1628665:29790;21479:21671
1635282280,36153356431,50013207,50008168,1628665:29784;1628665:29799;2904342:31004;22019:3340598;22019:3284610;22019:34731;22019:2026;22019:3238422;25935:21990;32047:93470;8151548:44428977;13394971:30993;13395135:30910;13512632:45026;1628348:11468;21458:3258086;1633959:373801969,1,2013-11-29,2013,11,4,1,1628665:29784;1628665:29799;2904342:31004;22019:3340598;22019:3284610;22019:34731;22019:2026;22019:3238422;25935:21990;32047:93470;8151548:44428977;13394971:30993;13395135:30910;13512632:45026;1628348:11468;21458:3258086;1633959:373801969
530850018,22058239899,50024147,28,21458:205007542;43307470:5543413;2339128:6214765;2339029:43180;1628665:29778;1628665:29790;1628665:29798;1628665:31614;1628665:61550;1628665:82340;1628665:92012;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;21475:22131761,1,2014-02-10,2014,2,0,1,21458:205007542;43307470:5543413;2339128:6214765;2339029:43180;1628665:29778;1628665:29790;1628665:29798;1628665:31614;1628665:61550;1628665:82340;1628665:92012;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;21475:22131761
749507708,19171641742,50018860,28,21458:3602856;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;7376544:36186372;21475:137325;21956:15749688;1633959:12506813,1,2014-02-10,2014,2,0,1,21458:3602856;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;7376544:36186372;21475:137325;21956:15749688;1633959:12506813
201088567,38564176352,50013207,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22121:30905;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;25935:31381;32047:93470;22009:29800;22066:29563;22061:14033338;122217806:30903;1628348:11468;21458:589373688,1,2014-05-02,2014,5,4,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22121:30905;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;25935:31381;32047:93470;22009:29800;22066:29563;22061:14033338;122217806:30903;1628348:11468;21458:589373688
469517728,8232924597,211122,38,21458:21782;36786:42781029;13023102:6999219;22757:40732;21475:12757781;6933553:3313169;1628149:112911;122277714:40732;3346378:75369987,6,2014-05-02,2014,5,4,6,21458:21782;36786:42781029;13023102:6999219;22757:40732;21475:12757781;6933553:3313169;1628149:112911;122277714:40732;3346378:75369987
691367866,17712372914,121434042,50014815,21458:49341152;8021059:5525523;6851452:13986690;6851452:7431151,1,2014-08-04,2014,8,0,1,21458:49341152;8021059:5525523;6851452:13986690;6851452:7431151
77193822,35537441586,50006520,50014815,22277:6262384;21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:29799,2,2014-08-04,2014,8,0,2,22277:6262384;21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:29799
605678021,15502618744,50010555,50008168,25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;22019:3275004;22019:3261251;22019:3238327;22019:3228688;22019:3265977;22019:3340598;3783431:38363838;32047:93471;1628366:32799;8151548:29800;3988915:104912;1628348:11468;3731658:30902;21458:9470556;8524008:29359853,1,2013-02-26,2013,2,1,1,25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;22019:3275004;22019:3261251;22019:3238327;22019:3228688;22019:3265977;22019:3340598;3783431:38363838;32047:93471;1628366:32799;8151548:29800;3988915:104912;1628348:11468;3731658:30902;21458:9470556;8524008:29359853
47702620,26481508332,121412034,50014815,21458:49341152;11057903:4036007;130475532:75374411;3748803:37767564;35451:493282119;22757:29230,1,2014-09-18,2014,9,3,1,21458:49341152;11057903:4036007;130475532:75374411;3748803:37767564;35451:493282119;22757:29230
763560371,40945285800,50012365,122650008,21458:30992;1628665:3233939;22007:30338;22007:30401;22007:78118851;22007:78118763;22007:186446171;22007:186457463;122217803:30916;23346:46085;124129949:18340619;122218021:31619;122218019:31686;21948:14543980;3034215:8419659;35730:117234;122217809:31691;122218045:14466536;25935:21991;122277820:3324544;13023209:3366769;2397831:16560972,1,2015-02-01,2015,2,6,1,21458:30992;1628665:3233939;22007:30338;22007:30401;22007:78118851;22007:78118763;22007:186446171;22007:186457463;122217803:30916;23346:46085;124129949:18340619;122218021:31619;122218019:31686;21948:14543980;3034215:8419659;35730:117234;122217809:31691;122218045:14466536;25935:21991;122277820:3324544;13023209:3366769;2397831:16560972
408028533,35838498718,50012442,50008168,21458:3596449;6811831:3446999;13023209:3446999;22009:29800;122217965:114518;122217803:30916;122218066:44012;21967:29774;21967:29773;21967:29775;21967:29776;34682:29773;34682:29774;34682:29775;34682:29776;25935:21991;25935:21990;25935:31381;22066:30993;31368:27546545;22061:30912;1628665:29784;122217801:34731;122217801:3340598;122217801:50793479;122217801:3284610;122217801:3238422;122217801:3251926;122217801:112997259;122217801:112997260;122217801:112997264;122217801:75837125;122217801:112997265;122217801:112997266;122217801:112997261;122217801:112997258;122217801:3248884;122217801:2026;122217801:125938;122217801:3287412,1,2014-10-09,2014,10,3,1,21458:3596449;6811831:3446999;13023209:3446999;22009:29800;122217965:114518;122217803:30916;122218066:44012;21967:29774;21967:29773;21967:29775;21967:29776;34682:29773;34682:29774;34682:29775;34682:29776;25935:21991;25935:21990;25935:31381;22066:30993;31368:27546545;22061:30912;1628665:29784;122217801:34731;122217801:3340598;122217801:50793479;122217801:3284610;122217801:3238422;122217801:3251926;122217801:112997259;122217801:112997260;122217801:112997264;122217801:75837125;122217801:112997265;122217801:112997266;122217801:112997261;122217801:112997258;122217801:3248884;122217801:2026;122217801:125938;122217801:3287412
53566371,27177784760,121394024,50008168,21458:42090508;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;122217801:31001;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;22009:29800;122217803:3290137;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:234713719;21475:493281617;21475:493281618;21475:493281619,1,2014-10-09,2014,10,3,1,21458:42090508;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;122217801:31001;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;22009:29800;122217803:3290137;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:234713719;21475:493281617;21475:493281618;21475:493281619
69873877,40133707057,50010555,50008168,21458:30992;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:29793;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3248884;122277773:38363838;32047:93471;22066:3225204;122217803:3230095;22009:29800;33069:104912;1628348:11468;122217806:30902;13023209:3366932;35397:3366932,1,2014-10-17,2014,10,4,1,21458:30992;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:29793;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3248884;122277773:38363838;32047:93471;22066:3225204;122217803:3230095;22009:29800;33069:104912;1628348:11468;122217806:30902;13023209:3366932;35397:3366932
1609185254,42001753405,121394024,50008168,21458:30992;1628665:3233942;1628665:3233936;1628665:3233938;1628665:29793;1628665:133527;1628665:29799;122217801:3261251;122217801:3238327;22009:21671;122217803:30916;21477:4195556;21477:30731631;21477:106779;21477:3979320;25935:31381;13512069:40366865;21475:61944851,1,2014-12-28,2014,12,6,1,21458:30992;1628665:3233942;1628665:3233936;1628665:3233938;1628665:29793;1628665:133527;1628665:29799;122217801:3261251;122217801:3238327;22009:21671;122217803:30916;21477:4195556;21477:30731631;21477:106779;21477:3979320;25935:31381;13512069:40366865;21475:61944851
1746148145,41181827319,50012365,122650008,21458:621749996;13023209:12868;122217803:30916;2397831:16561212;23346:46084;124129949:18340619;122218021:31619;122218019:31686;21948:3269393;3034215:3224847;35730:3227759;122217809:31691;122218045:14466535;25935:21991;25935:21990;25935:31381;122277820:3324544;1628665:92012;1628665:29784;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400,1,2014-12-28,2014,12,6,1,21458:621749996;13023209:12868;122217803:30916;2397831:16561212;23346:46084;124129949:18340619;122218021:31619;122218019:31686;21948:3269393;3034215:3224847;35730:3227759;122217809:31691;122218045:14466535;25935:21991;25935:21990;25935:31381;122277820:3324544;1628665:92012;1628665:29784;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400
256475742,39059292616,121452056,50008168,1628665:29784;1628665:29782;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122277773:31429;18553309:131775;122217803:30915;25935:21991;22009:29800;22066:29563;22061:30910;13023209:614607997;21458:295269807,1,2014-07-11,2014,7,4,1,1628665:29784;1628665:29782;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122277773:31429;18553309:131775;122217803:30915;25935:21991;22009:29800;22066:29563;22061:30910;13023209:614607997;21458:295269807
405194127,15462429573,50007011,50008168,21458:35624651;1633959:7320293;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;3130834:20953716;1628324:3472605;35931:133199;2124281:12371422;25935:31381;5426651:29841;1628165:30993;8151548:29800,1,2012-08-19,2012,8,6,1,21458:35624651;1633959:7320293;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;3130834:20953716;1628324:3472605;35931:133199;2124281:12371422;25935:31381;5426651:29841;1628165:30993;8151548:29800
938309370,14149079479,50023669,28,21458:4204704;11820090:105550653;11644036:28619;11666049:40203;11684888:104528258,1,2012-08-19,2012,8,6,1,21458:4204704;11820090:105550653;11644036:28619;11666049:40203;11684888:104528258
84258337,14653740604,50016704,50022520,21458:3394654;5261331:4377028;1633959:4377028;5261493:52265297;5261480:37474085;34394:29638;33017:104555;33016:104551;1629323:106664;1629341:3230695;1629335:3271277;1629337:3271291;1629342:114477;1629344:109126;1629348:114412;1628366:3230095;6619922:65007541;16646653:17632913;1628665:29790;1628665:31614;1628665:3233938;22142:31456;22142:31457;22142:31458;22142:31460;22142:31461;22142:31462;22142:31465;22142:31466;22142:31469;22142:31470;22142:31473;22142:31474;22142:82023;22142:82026;22142:82029;22142:3248884;22142:82032,1,2012-08-19,2012,8,6,1,21458:3394654;5261331:4377028;1633959:4377028;5261493:52265297;5261480:37474085;34394:29638;33017:104555;33016:104551;1629323:106664;1629341:3230695;1629335:3271277;1629337:3271291;1629342:114477;1629344:109126;1629348:114412;1628366:3230095;6619922:65007541;16646653:17632913;1628665:29790;1628665:31614;1628665:3233938;22142:31456;22142:31457;22142:31458;22142:31460;22142:31461;22142:31462;22142:31465;22142:31466;22142:31469;22142:31470;22142:31473;22142:31474;22142:82023;22142:82026;22142:82029;22142:3248884;22142:82032
14466144,17610665576,50011993,28,21458:104000;21475:137325,1,2013-03-27,2013,3,2,1,21458:104000;21475:137325
177724549,14228645401,50018824,38,21475:108284;6933666:96059;33595:16453265;21458:8588799;1633959:4445854,1,2013-03-27,2013,3,2,1,21475:108284;6933666:96059;33595:16453265;21458:8588799;1633959:4445854
727823869,39674261411,121466023,50008168,21458:14332755;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;25935:21991,2,2014-08-13,2014,8,2,2,21458:14332755;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;25935:21991
659020106,40484992676,50011993,28,21458:16162126;13023209:10551667;122218042:6053084;21475:135183931;1628861:21671;32959:105117;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;122217889:82126;21479:31542;6863019:3726638;6864839:75472461;11684888:11468,1,2014-08-13,2014,8,2,1,21458:16162126;13023209:10551667;122218042:6053084;21475:135183931;1628861:21671;32959:105117;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;122217889:82126;21479:31542;6863019:3726638;6864839:75472461;11684888:11468
46277938,40070019945,50006602,50008168,21458:29563;10984217:21985;13023209:3488197;21479:106713;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;21475:38368874;21967:29841;122217803:30914;25935:21991,1,2014-08-13,2014,8,2,1,21458:29563;10984217:21985;13023209:3488197;21479:106713;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;21475:38368874;21967:29841;122217803:30914;25935:21991
827091396,18678458676,50010566,50008168,21458:46906;13023209:158751187;25935:21991;32047:93470;1628348:11468;33069:104911;122217803:30914;22066:30993;22061:30912;122217965:3227750;1628665:3233941;1628665:29784;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,2014-09-11,2014,9,3,1,21458:46906;13023209:158751187;25935:21991;32047:93470;1628348:11468;33069:104911;122217803:30914;22066:30993;22061:30912;122217965:3227750;1628665:3233941;1628665:29784;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232
18100946,38451267766,121540027,28,21458:215485914;125501489:19689726;11945782:7813537;11684888:11468;21479:28619;12082847:107548441;21475:135183931;1628665:11453;1628665:11516251;1628665:6074618;1628665:3233941;1628665:29789;1628665:131277;1628665:3344677;1628665:3233942;1628665:4514833;1628665:174145480;1628665:3233939;1628665:11451;1628665:8245720;1628665:16385579;1628665:15783706;1628665:3709248;1628665:92012;1628665:29790;1628665:31614;1628665:29795;1628665:61550;1628665:155053907;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3230760;1628665:29792;1628665:11450;1628665:11452;1628665:38630101;1628665:23424;1628665:29778;1628665:18218015;1628665:55744477,1,2014-09-11,2014,9,3,1,21458:215485914;125501489:19689726;11945782:7813537;11684888:11468;21479:28619;12082847:107548441;21475:135183931;1628665:11453;1628665:11516251;1628665:6074618;1628665:3233941;1628665:29789;1628665:131277;1628665:3344677;1628665:3233942;1628665:4514833;1628665:174145480;1628665:3233939;1628665:11451;1628665:8245720;1628665:16385579;1628665:15783706;1628665:3709248;1628665:92012;1628665:29790;1628665:31614;1628665:29795;1628665:61550;1628665:155053907;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3230760;1628665:29792;1628665:11450;1628665:11452;1628665:38630101;1628665:23424;1628665:29778;1628665:18218015;1628665:55744477
725813399,40519533209,50010544,50008168,21458:32270;13023209:669513679;25935:21991;1628348:11468;122218020:48960;33069:29447291;22121:30905;22066:30993;22009:21671;22061:30912;13510285:25153255;6863019:3269153;33069:104912;13510285:3450338;32047:93470;1628665:3233942;1628665:3233939;1628665:92012;1628665:31614;1628665:61550;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:108579;1628665:29785;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,2014-09-11,2014,9,3,1,21458:32270;13023209:669513679;25935:21991;1628348:11468;122218020:48960;33069:29447291;22121:30905;22066:30993;22009:21671;22061:30912;13510285:25153255;6863019:3269153;33069:104912;13510285:3450338;32047:93470;1628665:3233942;1628665:3233939;1628665:92012;1628665:31614;1628665:61550;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:108579;1628665:29785;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232
1054852159,19063296909,50006235,50008168,1628665:3233941;21475:17106236;21475:17106365;21475:17106434;2397831:16560881,2,2014-07-03,2014,7,3,2,1628665:3233941;21475:17106236;21475:17106365;21475:17106434;2397831:16560881
